# This automated data download from the USGS Tracking Water Quality of the Nation's Rivers and Streams website have not received director's approval and as such are provisional and are subject to revision. The data are released on the conditions that neither the USGS nor the United States Government may be held liable for any damages resulting from its use.
#
#SITE_QW_ID USGS station identifier for water-quality sampling (Note that opening this file in Excel may cause leading zeros to be dropped from this field unless imported into an open worksheet and changing columns A and B to text)
#SITE_FLOW_ID USGS or other agency station identifier for streamflow measurement (Note that opening this file in Excel may cause leading zeros to be dropped from this field unless imported into an open worksheet and changing columns A and B to text)
#CONSTIT Abbreviation indicating constituent type.  Values include NO3+NO2: nitrate plus nitrite as N; TN: total nitrogen as N; TP: total phosphorus as P; SSC: suspended-sediment concentration
#DATE  Date of sample
#WY Water year; the 12-month period beginning on October 1 for any given year and lasting through September 30 of the following year. The water year is designated by the calendar year in which it ends.
#CONCENTRATION Concentration in milligrams per liter
#REMARK Water-quality remark.  This field is < if data are less than the laboratory reporting level or blank if they are not
SITE_QW_ID,SITE_FLOW_ID,CONSTIT,DATE,WY,CONCENTRATION,REMARK
11264500,11264500,TN,2014-05-05,2014,0.117,<
11264500,11264500,TN,2014-05-19,2014,0.1,
11264500,11264500,TN,2014-06-02,2014,0.122,
11264500,11264500,TN,2014-06-16,2014,0.117,<
11264500,11264500,TN,2014-06-23,2014,0.115,<
11264500,11264500,TN,2014-06-24,2014,0.11,<
11264500,11264500,TN,2014-07-14,2014,0.102,
11264500,11264500,TN,2014-07-29,2014,0.12,
11264500,11264500,TN,2014-08-06,2014,0.1,<
11264500,11264500,TN,2014-09-02,2014,0.14,<
11264500,11264500,TN,2014-09-08,2014,0.128,
11264500,11264500,TP,1992-11-18,1993,0.02,
11264500,11264500,TP,1993-01-13,1993,0.03,<
11264500,11264500,TP,1993-05-26,1993,0.03,<
11264500,11264500,TP,1993-07-14,1993,0.03,<
11264500,11264500,TP,1993-11-17,1994,0.03,<
11264500,11264500,TP,1994-01-13,1994,0.01,
11264500,11264500,TP,1994-05-19,1994,0.02,
11264500,11264500,TP,1994-07-13,1994,0.03,<
11264500,11264500,TP,1994-09-13,1994,0.03,<
11264500,11264500,TP,1994-11-17,1995,0.03,<
11264500,11264500,TP,1995-01-26,1995,0.03,<
11264500,11264500,TP,1995-05-16,1995,0.03,<
11264500,11264500,TP,1995-07-12,1995,0.03,<
11264500,11264500,TP,1995-09-12,1995,0.03,<
11264500,11264500,TP,1995-11-21,1996,0.01,
11264500,11264500,TP,1996-01-19,1996,0.03,<
11264500,11264500,TP,2004-06-10,2004,0.0035,
11264500,11264500,TP,2004-07-01,2004,0.0033,
11264500,11264500,TP,2004-08-05,2004,0.002,<
11264500,11264500,TP,2004-09-02,2004,0.002,<
11264500,11264500,TP,2004-10-07,2005,0.0034,
11264500,11264500,TP,2004-10-17,2005,0.0058,
11264500,11264500,TP,2004-10-19,2005,0.0052,
11264500,11264500,TP,2004-11-04,2005,0.0034,
11264500,11264500,TP,2005-01-27,2005,0.0024,
11264500,11264500,TP,2005-04-07,2005,0.0095,
11264500,11264500,TP,2005-04-19,2005,0.0048,
11264500,11264500,TP,2005-04-26,2005,0.005,
11264500,11264500,TP,2005-05-03,2005,0.0094,
11264500,11264500,TP,2005-05-10,2005,0.0074,
11264500,11264500,TP,2005-05-17,2005,0.0239,
11264500,11264500,TP,2005-05-24,2005,0.0056,
11264500,11264500,TP,2005-05-31,2005,0.0051,
11264500,11264500,TP,2005-06-07,2005,0.0038,
11264500,11264500,TP,2005-06-14,2005,0.005,
11264500,11264500,TP,2005-07-05,2005,0.0054,
11264500,11264500,TP,2005-08-02,2005,0.0023,
11264500,11264500,TP,2005-09-06,2005,0.0034,
11264500,11264500,TP,2005-10-04,2006,0.002,<
11264500,11264500,TP,2005-12-19,2006,0.0049,
11264500,11264500,TP,2006-02-28,2006,0.0221,
11264500,11264500,TP,2006-03-07,2006,0.0032,
11264500,11264500,TP,2006-04-04,2006,0.0058,
11264500,11264500,TP,2006-05-24,2006,0.0085,
11264500,11264500,TP,2006-05-31,2006,0.0037,
11264500,11264500,TP,2006-06-07,2006,0.0062,
11264500,11264500,TP,2006-07-11,2006,0.003,
11264500,11264500,TP,2006-08-01,2006,0.002,<
11264500,11264500,TP,2006-09-05,2006,0.0078,
11264500,11264500,TP,2006-10-03,2007,0.004,<
11264500,11264500,TP,2006-11-14,2007,0.0205,
11264500,11264500,TP,2007-02-06,2007,0.004,<
11264500,11264500,TP,2007-02-12,2007,0.008,
11264500,11264500,TP,2007-03-06,2007,0.004,<
11264500,11264500,TP,2007-03-14,2007,0.0062,
11264500,11264500,TP,2007-03-21,2007,0.004,<
11264500,11264500,TP,2007-03-28,2007,0.004,<
11264500,11264500,TP,2007-04-03,2007,0.004,<
11264500,11264500,TP,2007-04-11,2007,0.004,<
11264500,11264500,TP,2007-05-01,2007,0.004,<
11264500,11264500,TP,2007-06-05,2007,0.004,<
11264500,11264500,TP,2007-07-03,2007,0.004,<
11264500,11264500,TP,2007-07-25,2007,0.0056,
11264500,11264500,TP,2007-08-07,2007,0.0045,
11264500,11264500,TP,2007-09-04,2007,0.004,<
11264500,11264500,TP,2007-10-02,2008,0.004,<
11264500,11264500,TP,2007-12-07,2008,0.004,<
11264500,11264500,TP,2009-06-03,2009,0.0042,
11264500,11264500,TP,2011-05-10,2011,0.004,<
11264500,11264500,TP,2011-05-31,2011,0.0046,
11264500,11264500,TP,2011-06-13,2011,0.0088,
11264500,11264500,TP,2011-06-21,2011,0.0049,
11264500,11264500,TP,2011-06-27,2011,0.004,<
11264500,11264500,TP,2011-07-05,2011,0.0042,
11264500,11264500,TP,2011-07-12,2011,0.0066,
11264500,11264500,TP,2011-08-08,2011,0.004,<
11264500,11264500,TP,2011-08-30,2011,0.004,<
11264500,11264500,TP,2011-09-20,2011,0.004,<
11264500,11264500,TP,2011-10-25,2012,0.0054,
11264500,11264500,TP,2011-12-05,2012,0.0057,
11264500,11264500,TP,2012-01-17,2012,0.0074,
11264500,11264500,TP,2012-02-13,2012,0.0045,
11264500,11264500,TP,2012-03-20,2012,0.0059,
11264500,11264500,TP,2012-04-03,2012,0.004,
11264500,11264500,TP,2012-04-18,2012,0.0058,
11264500,11264500,TP,2012-04-23,2012,0.0107,
11264500,11264500,TP,2012-05-01,2012,0.0058,
11264500,11264500,TP,2012-05-08,2012,0.004,<
11264500,11264500,TP,2012-05-14,2012,0.004,<
11264500,11264500,TP,2012-05-21,2012,0.0043,
11264500,11264500,TP,2012-06-04,2012,0.0064,
11264500,11264500,TP,2012-06-18,2012,0.004,<
11264500,11264500,TP,2012-07-02,2012,0.004,<
11264500,11264500,TP,2012-07-16,2012,0.004,<
11264500,11264500,TP,2012-07-30,2012,0.0058,
11264500,11264500,TP,2012-08-20,2012,0.0048,
11264500,11264500,TP,2012-09-10,2012,0.004,<
11264500,11264500,TP,2012-10-15,2013,0.0041,
11264500,11264500,TP,2012-11-27,2013,0.004,<
11264500,11264500,TP,2013-01-02,2013,0.0043,
11264500,11264500,TP,2013-02-11,2013,0.004,<
11264500,11264500,TP,2013-03-19,2013,0.004,<
11264500,11264500,TP,2013-04-01,2013,0.004,<
11264500,11264500,TP,2013-04-16,2013,0.004,<
11264500,11264500,TP,2013-04-22,2013,0.0049,
11264500,11264500,TP,2013-04-29,2013,0.004,<
11264500,11264500,TP,2013-05-06,2013,0.004,<
11264500,11264500,TP,2013-05-13,2013,0.004,<
11264500,11264500,TP,2013-05-20,2013,0.0052,
11264500,11264500,TP,2013-06-03,2013,0.004,<
11264500,11264500,TP,2013-06-17,2013,0.004,<
11264500,11264500,TP,2013-07-01,2013,0.0041,
11264500,11264500,TP,2013-07-15,2013,0.0047,
11264500,11264500,TP,2013-07-29,2013,0.004,<
11264500,11264500,TP,2013-08-19,2013,0.004,<
11264500,11264500,TP,2013-09-09,2013,0.004,<
11264500,11264500,TP,2013-10-23,2014,0.004,<
11264500,11264500,TP,2013-11-25,2014,0.004,<
11264500,11264500,TP,2013-12-16,2014,0.0161,
11264500,11264500,TP,2014-01-21,2014,0.004,<
11264500,11264500,TP,2014-02-11,2014,0.0049,
11264500,11264500,TP,2014-02-25,2014,0.004,<
11264500,11264500,TP,2014-03-17,2014,0.004,<
11264500,11264500,TP,2014-04-01,2014,0.004,<
11264500,11264500,TP,2014-04-14,2014,0.0044,
11264500,11264500,TP,2014-04-21,2014,0.0043,
11264500,11264500,TP,2014-04-24,2014,0.004,<
11264500,11264500,TP,2014-04-28,2014,0.004,<
11264500,11264500,TP,2014-05-05,2014,0.0044,
11264500,11264500,TP,2014-05-12,2014,0.004,<
11264500,11264500,TP,2014-05-19,2014,0.0041,
11264500,11264500,TP,2014-06-02,2014,0.004,<
11264500,11264500,TP,2014-06-16,2014,0.004,<
11264500,11264500,TP,2014-06-23,2014,0.004,<
11264500,11264500,TP,2014-06-24,2014,0.004,<
11264500,11264500,TP,2014-07-14,2014,0.0047,
11264500,11264500,TP,2014-07-29,2014,0.004,<
11264500,11264500,TP,2014-08-06,2014,0.004,<
11264500,11264500,TP,2014-08-18,2014,0.0051,
11264500,11264500,TP,2014-09-02,2014,0.004,<
11264500,11264500,TP,2014-09-08,2014,0.004,<
11274538,11274538,NO3_NO2,1992-12-15,1993,0.63,
11274538,11274538,NO3_NO2,1993-01-08,1993,1.1,
11274538,11274538,NO3_NO2,1993-01-13,1993,1.0,
11274538,11274538,NO3_NO2,1993-01-20,1993,5.0,
11274538,11274538,NO3_NO2,1993-01-22,1993,1.0,
11274538,11274538,NO3_NO2,1993-01-26,1993,1.1,
11274538,11274538,NO3_NO2,1993-01-29,1993,1.3,
11274538,11274538,NO3_NO2,1993-02-08,1993,1.0,
11274538,11274538,NO3_NO2,1993-02-09,1993,0.43,
11274538,11274538,NO3_NO2,1993-02-11,1993,0.7,
11274538,11274538,NO3_NO2,1993-02-16,1993,0.67,
11274538,11274538,NO3_NO2,1993-02-18,1993,0.8,
11274538,11274538,NO3_NO2,1993-02-19,1993,0.29,
11274538,11274538,NO3_NO2,1993-02-20,1993,0.3,
11274538,11274538,NO3_NO2,1993-02-23,1993,0.73,
11274538,11274538,NO3_NO2,1993-02-26,1993,0.62,
11274538,11274538,NO3_NO2,1993-03-05,1993,0.64,
11274538,11274538,NO3_NO2,1993-03-09,1993,0.34,
11274538,11274538,NO3_NO2,1993-03-12,1993,1.1,
11274538,11274538,NO3_NO2,1993-03-15,1993,0.74,
11274538,11274538,NO3_NO2,1993-03-22,1993,1.4,
11274538,11274538,NO3_NO2,1993-03-26,1993,0.57,
11274538,11274538,NO3_NO2,1993-03-29,1993,0.49,
11274538,11274538,NO3_NO2,1993-04-01,1993,0.33,
11274538,11274538,NO3_NO2,1993-04-06,1993,0.63,
11274538,11274538,NO3_NO2,1993-04-20,1993,0.9,
11274538,11274538,NO3_NO2,1993-04-27,1993,1.7,
11274538,11274538,NO3_NO2,1993-05-04,1993,3.8,
11274538,11274538,NO3_NO2,1993-05-21,1993,4.0,
11274538,11274538,NO3_NO2,1993-06-01,1993,5.7,
11274538,11274538,NO3_NO2,1993-06-14,1993,8.5,
11274538,11274538,NO3_NO2,1993-06-29,1993,13.8,
11274538,11274538,NO3_NO2,1993-07-15,1993,2.3,
11274538,11274538,NO3_NO2,1993-08-03,1993,4.6,
11274538,11274538,NO3_NO2,1993-08-25,1993,2.5,
11274538,11274538,NO3_NO2,1993-09-07,1993,1.6,
11274538,11274538,NO3_NO2,1993-09-29,1993,1.4,
11274538,11274538,NO3_NO2,1993-10-27,1994,2.3,
11274538,11274538,NO3_NO2,1993-11-17,1994,0.87,
11274538,11274538,NO3_NO2,1993-12-29,1994,1.1,
11274538,11274538,NO3_NO2,1994-02-02,1994,0.63,
11274538,11274538,NO3_NO2,1994-03-01,1994,1.1,
11274538,11274538,NO3_NO2,1994-03-22,1994,3.0,
11274538,11274538,NO3_NO2,1994-04-26,1994,6.0,
11274538,11274538,NO3_NO2,1994-05-24,1994,4.2,
11274538,11274538,NO3_NO2,1994-06-30,1994,15.0,
11274538,11274538,NO3_NO2,1994-07-26,1994,5.1,
11274538,11274538,NO3_NO2,1994-08-24,1994,7.7,
11274538,11274538,NO3_NO2,1994-09-27,1994,3.9,
11274538,11274538,NO3_NO2,1994-10-27,1995,1.1,
11274538,11274538,NO3_NO2,1994-11-30,1995,1.0,
11274538,11274538,NO3_NO2,1994-12-29,1995,14.0,
11274538,11274538,NO3_NO2,1995-01-24,1995,0.53,
11274538,11274538,NO3_NO2,1995-03-02,1995,1.8,
11274538,11274538,NO3_NO2,1995-03-21,1995,1.1,
11274538,11274538,NO3_NO2,1997-02-04,1997,0.21,
11274538,11274538,NO3_NO2,1997-03-04,1997,2.4,
11274538,11274538,NO3_NO2,1997-04-07,1997,5.3,
11274538,11274538,NO3_NO2,1997-05-06,1997,4.63,
11274538,11274538,NO3_NO2,1997-06-10,1997,3.75,
11274538,11274538,NO3_NO2,1997-06-30,1997,3.77,
11274538,11274538,NO3_NO2,1997-07-08,1997,4.07,
11274538,11274538,NO3_NO2,1997-07-30,1997,6.27,
11274538,11274538,NO3_NO2,1997-08-27,1997,1.87,
11274538,11274538,NO3_NO2,1997-09-04,1997,3.56,
11274538,11274538,NO3_NO2,1997-10-14,1998,8.89,
11274538,11274538,NO3_NO2,1997-11-05,1998,8.44,
11274538,11274538,NO3_NO2,1998-01-27,1998,0.4,
11274538,11274538,NO3_NO2,1998-02-28,1998,0.24,
11274538,11274538,NO3_NO2,1998-03-04,1998,1.54,
11274538,11274538,NO3_NO2,1998-04-01,1998,1.51,
11274538,11274538,NO3_NO2,1998-05-11,1998,0.49,
11274538,11274538,NO3_NO2,1998-06-03,1998,0.53,
11274538,11274538,NO3_NO2,1998-07-08,1998,2.48,
11274538,11274538,NO3_NO2,1998-09-17,1998,2.67,
11274538,11274538,NO3_NO2,1998-10-20,1999,1.41,
11274538,11274538,NO3_NO2,1998-11-10,1999,1.66,
11274538,11274538,NO3_NO2,1998-12-23,1999,1.33,
11274538,11274538,NO3_NO2,1999-01-13,1999,3.97,
11274538,11274538,NO3_NO2,1999-02-11,1999,0.29,
11274538,11274538,NO3_NO2,1999-03-18,1999,2.29,
11274538,11274538,NO3_NO2,1999-04-06,1999,1.61,
11274538,11274538,NO3_NO2,1999-05-07,1999,2.27,
11274538,11274538,NO3_NO2,1999-06-01,1999,3.89,
11274538,11274538,NO3_NO2,1999-07-07,1999,4.51,
11274538,11274538,NO3_NO2,1999-08-03,1999,12.7,
11274538,11274538,NO3_NO2,1999-09-21,1999,2.67,
11274538,11274538,NO3_NO2,1999-10-05,2000,1.62,
11274538,11274538,NO3_NO2,1999-11-02,2000,1.59,
11274538,11274538,NO3_NO2,2000-01-12,2000,1.29,
11274538,11274538,NO3_NO2,2000-02-12,2000,1.52,
11274538,11274538,NO3_NO2,2000-02-13,2000,1.0,
11274538,11274538,NO3_NO2,2000-02-14,2000,0.69,
11274538,11274538,NO3_NO2,2000-02-25,2000,0.45,
11274538,11274538,NO3_NO2,2000-03-08,2000,0.059,
11274538,11274538,NO3_NO2,2000-04-10,2000,7.59,
11274538,11274538,NO3_NO2,2000-05-16,2000,2.51,
11274538,11274538,NO3_NO2,2000-06-13,2000,3.91,
11274538,11274538,NO3_NO2,2000-07-06,2000,2.9,
11274538,11274538,NO3_NO2,2000-08-09,2000,2.25,
11274538,11274538,NO3_NO2,2000-09-12,2000,1.63,
11274538,11274538,NO3_NO2,2000-10-17,2001,0.74,
11274538,11274538,NO3_NO2,2000-11-28,2001,1.13,
11274538,11274538,NO3_NO2,2000-12-12,2001,1.2,
11274538,11274538,NO3_NO2,2001-01-11,2001,1.56,
11274538,11274538,NO3_NO2,2001-01-25,2001,1.38,
11274538,11274538,NO3_NO2,2001-01-26,2001,1.38,
11274538,11274538,NO3_NO2,2001-02-08,2001,1.73,
11274538,11274538,NO3_NO2,2001-03-07,2001,0.27,
11274538,11274538,NO3_NO2,2001-04-05,2001,2.62,
11274538,11274538,NO3_NO2,2001-05-08,2001,2.38,
11274538,11274538,NO3_NO2,2001-06-08,2001,5.82,
11274538,11274538,NO3_NO2,2001-06-13,2001,2.7,
11274538,11274538,NO3_NO2,2001-07-10,2001,5.76,
11274538,11274538,NO3_NO2,2001-07-23,2001,4.63,
11274538,11274538,NO3_NO2,2001-08-08,2001,4.64,
11274538,11274538,NO3_NO2,2001-08-16,2001,4.34,
11274538,11274538,NO3_NO2,2001-09-06,2001,4.65,
11274538,11274538,NO3_NO2,2001-09-12,2001,6.66,
11274538,11274538,NO3_NO2,2001-10-04,2002,3.44,
11274538,11274538,NO3_NO2,2001-10-09,2002,1.42,
11274538,11274538,NO3_NO2,2001-10-31,2002,0.85,
11274538,11274538,NO3_NO2,2001-11-06,2002,1.5,
11274538,11274538,NO3_NO2,2001-12-04,2002,1.37,
11274538,11274538,NO3_NO2,2002-01-17,2002,2.33,
11274538,11274538,NO3_NO2,2002-01-30,2002,4.1,
11274538,11274538,NO3_NO2,2002-02-07,2002,0.68,
11274538,11274538,NO3_NO2,2002-02-28,2002,1.76,
11274538,11274538,NO3_NO2,2002-03-13,2002,1.63,
11274538,11274538,NO3_NO2,2002-03-27,2002,2.95,
11274538,11274538,NO3_NO2,2002-04-09,2002,4.93,
11274538,11274538,NO3_NO2,2002-04-23,2002,2.6,
11274538,11274538,NO3_NO2,2002-05-06,2002,2.48,
11274538,11274538,NO3_NO2,2002-05-20,2002,4.72,
11274538,11274538,NO3_NO2,2002-06-12,2002,3.44,
11274538,11274538,NO3_NO2,2002-06-26,2002,2.51,
11274538,11274538,NO3_NO2,2002-07-10,2002,3.03,
11274538,11274538,NO3_NO2,2002-07-25,2002,4.49,
11274538,11274538,NO3_NO2,2002-08-07,2002,4.5,
11274538,11274538,NO3_NO2,2002-09-11,2002,2.76,
11274538,11274538,NO3_NO2,2002-10-16,2003,1.3,
11274538,11274538,NO3_NO2,2002-11-07,2003,1.61,
11274538,11274538,NO3_NO2,2003-02-06,2003,1.14,
11274538,11274538,NO3_NO2,2003-02-20,2003,2.19,
11274538,11274538,NO3_NO2,2003-03-12,2003,2.53,
11274538,11274538,NO3_NO2,2003-03-28,2003,4.61,
11274538,11274538,NO3_NO2,2003-04-09,2003,1.55,
11274538,11274538,NO3_NO2,2003-04-29,2003,2.43,
11274538,11274538,NO3_NO2,2003-05-14,2003,2.26,
11274538,11274538,NO3_NO2,2003-05-28,2003,3.62,
11274538,11274538,NO3_NO2,2003-06-11,2003,2.88,
11274538,11274538,NO3_NO2,2003-06-25,2003,6.31,
11274538,11274538,NO3_NO2,2003-07-10,2003,3.16,
11274538,11274538,NO3_NO2,2003-07-24,2003,4.23,
11274538,11274538,NO3_NO2,2003-08-07,2003,1.47,
11274538,11274538,NO3_NO2,2003-09-04,2003,5.45,
11274538,11274538,NO3_NO2,2003-10-09,2004,0.54,
11274538,11274538,NO3_NO2,2003-12-17,2004,1.79,
11274538,11274538,NO3_NO2,2004-01-22,2004,1.56,
11274538,11274538,NO3_NO2,2004-03-26,2004,3.9,
11274538,11274538,NO3_NO2,2004-04-30,2004,3.87,
11274538,11274538,NO3_NO2,2004-05-26,2004,3.75,
11274538,11274538,NO3_NO2,2004-06-29,2004,4.87,
11274538,11274538,NO3_NO2,2004-08-03,2004,4.96,
11274538,11274538,NO3_NO2,2004-10-19,2005,3.52,
11274538,11274538,NO3_NO2,2004-12-20,2005,1.32,
11274538,11274538,NO3_NO2,2005-02-24,2005,0.14,
11274538,11274538,NO3_NO2,2005-04-20,2005,1.07,
11274538,11274538,NO3_NO2,2005-06-22,2005,3.19,
11274538,11274538,NO3_NO2,2005-08-31,2005,1.28,
11274538,11274538,NO3_NO2,2005-10-18,2006,0.64,
11274538,11274538,NO3_NO2,2005-12-14,2006,1.16,
11274538,11274538,NO3_NO2,2006-02-15,2006,1.27,
11274538,11274538,NO3_NO2,2006-04-26,2006,0.29,
11274538,11274538,NO3_NO2,2006-06-14,2006,0.62,
11274538,11274538,NO3_NO2,2006-08-09,2006,4.5,
11274538,11274538,NO3_NO2,2009-10-20,2010,0.44,
11274538,11274538,NO3_NO2,2010-01-19,2010,0.5,
11274538,11274538,NO3_NO2,2010-01-26,2010,0.5,
11274538,11274538,NO3_NO2,2010-02-02,2010,0.19,
11274538,11274538,NO3_NO2,2010-02-09,2010,0.036,
11274538,11274538,NO3_NO2,2010-02-25,2010,0.033,
11274538,11274538,NO3_NO2,2010-03-03,2010,0.032,
11274538,11274538,NO3_NO2,2010-03-16,2010,0.076,
11274538,11274538,NO3_NO2,2010-05-18,2010,5.32,
11274538,11274538,NO3_NO2,2010-06-03,2010,3.98,
11274538,11274538,NO3_NO2,2010-06-15,2010,5.77,
11274538,11274538,NO3_NO2,2010-07-07,2010,1.02,
11274538,11274538,NO3_NO2,2010-07-20,2010,3.13,
11274538,11274538,NO3_NO2,2010-08-03,2010,1.97,
11274538,11274538,NO3_NO2,2010-08-17,2010,2.46,
11274538,11274538,NO3_NO2,2010-09-07,2010,0.62,
11274538,11274538,NO3_NO2,2012-12-05,2013,0.82,
11274538,11274538,NO3_NO2,2012-12-17,2013,0.68,
11274538,11274538,NO3_NO2,2013-01-09,2013,0.67,
11274538,11274538,NO3_NO2,2013-01-23,2013,0.73,
11274538,11274538,NO3_NO2,2013-02-20,2013,2.27,
11274538,11274538,NO3_NO2,2013-03-13,2013,3.9,
11274538,11274538,NO3_NO2,2013-04-01,2013,3.08,
11274538,11274538,NO3_NO2,2013-05-08,2013,3.92,
11274538,11274538,NO3_NO2,2013-07-01,2013,4.06,
11274538,11274538,NO3_NO2,2013-07-12,2013,5.84,
11274538,11274538,NO3_NO2,2013-08-19,2013,2.47,
11274538,11274538,NO3_NO2,2013-08-26,2013,4.55,
11274538,11274538,NO3_NO2,2013-09-05,2013,3.97,
11274538,11274538,NO3_NO2,2013-09-19,2013,6.24,
11274538,11274538,NO3_NO2,2014-09-15,2014,8.02,
11274538,11274538,SSC,1992-12-15,1993,26.0,
11274538,11274538,SSC,1993-01-08,1993,317.0,
11274538,11274538,SSC,1993-01-13,1993,5050.0,
11274538,11274538,SSC,1993-01-20,1993,90.0,
11274538,11274538,SSC,1993-01-22,1993,68.0,
11274538,11274538,SSC,1993-01-26,1993,31.0,
11274538,11274538,SSC,1993-01-29,1993,17.0,
11274538,11274538,SSC,1993-02-08,1993,2450.0,
11274538,11274538,SSC,1993-02-09,1993,617.0,
11274538,11274538,SSC,1993-02-11,1993,62.0,
11274538,11274538,SSC,1993-02-16,1993,20.0,
11274538,11274538,SSC,1993-02-18,1993,175.0,
11274538,11274538,SSC,1993-02-19,1993,1500.0,
11274538,11274538,SSC,1993-02-20,1993,628.0,
11274538,11274538,SSC,1993-02-23,1993,77.0,
11274538,11274538,SSC,1993-02-26,1993,757.0,
11274538,11274538,SSC,1993-03-02,1993,78.0,
11274538,11274538,SSC,1993-03-05,1993,35.0,
11274538,11274538,SSC,1993-03-09,1993,46.0,
11274538,11274538,SSC,1993-03-12,1993,61.0,
11274538,11274538,SSC,1993-03-15,1993,48.0,
11274538,11274538,SSC,1993-03-18,1993,141.0,
11274538,11274538,SSC,1993-03-22,1993,18.0,
11274538,11274538,SSC,1993-03-26,1993,1660.0,
11274538,11274538,SSC,1993-03-29,1993,103.0,
11274538,11274538,SSC,1993-04-01,1993,97.0,
11274538,11274538,SSC,1993-04-06,1993,24.0,
11274538,11274538,SSC,1993-04-14,1993,61.0,
11274538,11274538,SSC,1993-04-20,1993,164.0,
11274538,11274538,SSC,1993-04-27,1993,125.0,
11274538,11274538,SSC,1993-05-04,1993,148.0,
11274538,11274538,SSC,1993-05-21,1993,202.0,
11274538,11274538,SSC,1993-06-01,1993,123.0,
11274538,11274538,SSC,1993-06-14,1993,51.0,
11274538,11274538,SSC,1993-06-29,1993,320.0,
11274538,11274538,SSC,1993-07-15,1993,338.0,
11274538,11274538,SSC,1993-08-03,1993,755.0,
11274538,11274538,SSC,1993-08-25,1993,537.0,
11274538,11274538,SSC,1993-09-07,1993,226.0,
11274538,11274538,SSC,1993-09-29,1993,102.0,
11274538,11274538,SSC,1993-10-27,1994,50.0,
11274538,11274538,SSC,1993-11-17,1994,59.0,
11274538,11274538,SSC,1993-12-29,1994,18.0,
11274538,11274538,SSC,1994-02-02,1994,47.0,
11274538,11274538,SSC,1994-03-01,1994,27.0,
11274538,11274538,SSC,1994-03-22,1994,112.0,
11274538,11274538,SSC,1994-04-26,1994,202.0,
11274538,11274538,SSC,1994-05-24,1994,187.0,
11274538,11274538,SSC,1994-06-22,1994,315.0,
11274538,11274538,SSC,1994-06-30,1994,321.0,
11274538,11274538,SSC,1994-07-26,1994,1120.0,
11274538,11274538,SSC,1994-08-24,1994,251.0,
11274538,11274538,SSC,1994-09-27,1994,145.0,
11274538,11274538,SSC,1994-10-27,1995,75.0,
11274538,11274538,SSC,1994-11-30,1995,1340.0,
11274538,11274538,SSC,1994-12-29,1995,6.0,
11274538,11274538,SSC,1995-01-10,1995,5720.0,
11274538,11274538,SSC,1995-01-24,1995,1300.0,
11274538,11274538,SSC,1995-03-02,1995,45.0,
11274538,11274538,SSC,1995-03-21,1995,49.0,
11274538,11274538,SSC,1997-02-04,1997,71.0,
11274538,11274538,SSC,1997-03-04,1997,74.0,
11274538,11274538,SSC,1997-04-07,1997,138.0,
11274538,11274538,SSC,1997-06-10,1997,156.0,
11274538,11274538,SSC,1997-06-30,1997,345.0,
11274538,11274538,SSC,1997-07-08,1997,426.0,
11274538,11274538,SSC,1997-07-30,1997,424.0,
11274538,11274538,SSC,1997-08-27,1997,115.0,
11274538,11274538,SSC,1997-09-04,1997,86.0,
11274538,11274538,SSC,1997-10-14,1998,41.0,
11274538,11274538,SSC,1997-11-05,1998,42.0,
11274538,11274538,SSC,1998-01-27,1998,28.0,
11274538,11274538,SSC,1998-02-05,1998,366.0,
11274538,11274538,SSC,1998-02-28,1998,61.0,
11274538,11274538,SSC,1998-03-04,1998,62.0,
11274538,11274538,SSC,1998-03-23,1998,36.0,
11274538,11274538,SSC,1998-04-01,1998,92.0,
11274538,11274538,SSC,1998-05-11,1998,249.0,
11274538,11274538,SSC,1998-05-27,1998,217.0,
11274538,11274538,SSC,1998-06-03,1998,209.0,
11274538,11274538,SSC,1998-06-30,1998,362.0,
11274538,11274538,SSC,1998-07-08,1998,188.0,
11274538,11274538,SSC,1998-07-28,1998,316.0,
11274538,11274538,SSC,1998-08-11,1998,500.0,
11274538,11274538,SSC,1998-09-17,1998,55.0,
11274538,11274538,SSC,1998-10-20,1999,67.0,
11274538,11274538,SSC,1998-11-10,1999,29.0,
11274538,11274538,SSC,1998-12-23,1999,45.0,
11274538,11274538,SSC,1999-01-13,1999,26.0,
11274538,11274538,SSC,1999-02-11,1999,45.0,
11274538,11274538,SSC,1999-03-18,1999,42.0,
11274538,11274538,SSC,1999-03-23,1999,45.0,
11274538,11274538,SSC,1999-04-06,1999,33.0,
11274538,11274538,SSC,1999-04-27,1999,187.0,
11274538,11274538,SSC,1999-05-07,1999,131.0,
11274538,11274538,SSC,1999-05-24,1999,475.0,
11274538,11274538,SSC,1999-06-01,1999,129.0,
11274538,11274538,SSC,1999-06-15,1999,243.0,
11274538,11274538,SSC,1999-07-07,1999,371.0,
11274538,11274538,SSC,1999-07-19,1999,581.0,
11274538,11274538,SSC,1999-08-03,1999,471.0,
11274538,11274538,SSC,1999-09-08,1999,206.0,
11274538,11274538,SSC,1999-09-21,1999,405.0,
11274538,11274538,SSC,1999-10-05,2000,100.0,
11274538,11274538,SSC,1999-11-02,2000,72.0,
11274538,11274538,SSC,1999-12-07,2000,10.0,
11274538,11274538,SSC,2000-01-12,2000,26.0,
11274538,11274538,SSC,2000-02-25,2000,74.0,
11274538,11274538,SSC,2000-03-08,2000,6.0,
